35.44	-0.074	-0.003
35.45	-0.074	-0.003
35.46	-0.072	
35.58	-0.062	-0.004
35.59		-0.004
35.70	-0.040	-0.004
35.72	-0.038	
35.83		-0.001
35.95	0.017	0.000
35.96	0.021	0.000
35.97	0.024	
36.09	0.048	0.003
36.10	0.050	
36.21	0.068	0.005
36.22	0.069	0.005
36.24	0.070	0.005
36.25	0.071	0.006
36.26	0.072	0.007
36.28	0.073	0.007
36.29	0.074	
36.40	0.075	0.008
36.41		0.009
36.53	0.066	0.009
36.54	0.064	
36.65	0.047	0.008
36.66		0.007
36.78	0.021	
36.89	-0.007	0.004
36.90		
37.12	-0.056	0.000
37.13		-0.003
37.24	-0.072	-0.003
37.25	-0.072	
37.37		
37.58	-0.051	
37.69	-0.027	-0.001
37.71	-0.024	0.000
37.72	-0.022	0.000
37.73	-0.019	0.000
37.74	-0.015	0.000
37.76	-0.012	0.000
37.77		0.003
37.88		0.005
37.99	0.044	
38.11	0.062	0.008
38.12	0.064	0.008
38.14	0.066	0.008
38.15	0.068	0.008
38.16	0.069	
38.28	0.074	0.009
38.29	0.074	0.009
38.30	0.074	0.009
38.31	0.074	0.009
38.33	0.074	
38.44	0.066	0.008
38.45	0.064	
38.56	0.048	
38.68	0.026	0.003
38.69	0.023	0.003
38.70		0.000
38.82	-0.007	0.000
38.83		
39.04		
39.25		-0.001
39.36		0.000
39.48	-0.051	0.001
39.49	-0.049	0.001
39.51	-0.047	
39.62	-0.025	0.004
39.63	-0.023	0.004
39.65	-0.020	
39.76	0.005	
39.87	0.028	0.008
39.88	0.030	0.009
39.90	0.032	0.009
39.91		0.009
40.02	0.051	
40.13	0.061	0.008
40.15		0.007
40.26	0.062	
40.37	0.054	
40.49	0.041	0.001
40.50	0.040	0.000
40.51	0.037	0.000
40.52	0.036	0.000
40.54		-0.003
40.65	0.013	-0.003
40.66	0.010	
40.77	-0.011	
40.89	-0.030	-0.004
40.90	-0.032	-0.004
40.91	-0.034	-0.004
40.92	-0.035	
41.04	-0.048	-0.002
41.05		0.000
41.16		0.003
41.27	-0.054	
41.39		0.008
41.50		
41.71	0.001	0.009
41.72		0.008
41.84	0.020	0.008
41.85	0.021	0.008
41.86	0.023	0.008
41.88	0.025	
41.99	0.036	0.005
42.00	0.037	
42.11	0.043	0.002
42.13	0.044	
42.24	0.044	-0.001
42.25	0.043	-0.001
42.27	0.042	
42.38	0.036	-0.003
42.39	0.036	
42.51	0.025	-0.004
42.52	0.023	-0.004
42.53		-0.003
42.64	0.008	
42.76		0.001
42.87	-0.020	
42.98	-0.031	
43.10	-0.038	0.007
43.11	-0.038	0.007
43.12	-0.039	0.007
43.14		0.008
43.25	-0.040	0.009
43.26	-0.040	
43.38		0.008
43.49	-0.029	0.008
43.50	-0.028	0.008
43.52	-0.027	
43.63		
43.84	0.008	
43.96	0.018	
44.07	0.027	-0.003
44.08	0.028	
44.19	0.033	
44.31	0.034	-0.003
44.32	0.034	-0.003
44.33	0.033	-0.003
44.35	0.033	
44.46	0.029	-0.001
44.48	0.029	0.000
44.49	0.028	0.000
44.50	0.026	
44.62	0.018	0.003
44.63	0.017	0.003
44.64	0.016	0.003
44.65	0.015	0.004
44.67	0.013	0.004
44.68		0.007
44.79	0.001	0.007
44.80	-0.001	0.007
44.82		0.008
44.93	-0.015	0.008
44.94	-0.016	0.009
44.96		0.009
45.07	-0.028	0.009
45.08	-0.030	
45.20	-0.038	0.008
45.21		0.006
45.32	-0.041	0.005
45.34	-0.041	0.005
45.35	-0.041	0.005
45.36	-0.040	
45.48	-0.038	
45.59	-0.029	
45.70	-0.018	-0.003
45.71	-0.015	-0.003
45.73	-0.014	-0.003
45.74		-0.004
45.85	0.002	-0.004
45.86	0.004	-0.004
45.88		-0.004
45.99	0.020	
46.10	0.030	-0.001
46.11	0.032	
46.22		0.003
46.34	0.041	0.004
46.35	0.041	
46.46	0.037	0.007
46.47		
46.69	0.016	0.009
46.70		
46.91	-0.016	0.008
46.92		0.005
47.04	-0.032	
47.15	-0.043	
47.26		-0.003
47.38	-0.047	-0.003
47.39	-0.046	-0.003
47.40	-0.046	-0.003
47.42	-0.044	
47.53	-0.035	-0.004
47.55	-0.034	
47.66	-0.018	
47.77	0.000	
47.88		
48.09		0.008
48.21	0.046	0.008
48.22	0.046	
48.33		
48.54		
48.76	-0.007	0.004
48.77	-0.008	0.003
48.79	-0.011	0.003
48.80	-0.013	0.003
48.81	-0.015	
48.92		-0.003
49.04	-0.042	
49.15	-0.048	-0.004
49.16	-0.048	
49.27	-0.047	-0.004
49.29		
49.50	-0.025	
49.61	-0.008	
49.72		0.008
49.84	0.024	0.008
49.85	0.026	0.008
49.86		0.009
49.98	0.037	0.009
49.99		0.009
50.10	0.042	0.009
50.12	0.042	
50.23	0.038	0.007
50.25	0.038	0.007
50.26	0.037	0.007
50.27	0.036	0.007
50.29	0.036	0.005
50.30	0.034	0.005
50.31	0.033	
50.43	0.022	0.003
50.44	0.021	0.003
50.46		0.000
50.57	0.005	-0.001
50.58	0.002	-0.001
50.60	0.001	-0.001
50.61	-0.001	-0.001
50.62	-0.003	
50.74	-0.018	-0.003
50.75	-0.019	-0.004
50.77	-0.020	-0.004
50.78	-0.022	-0.004
50.79	-0.023	-0.004
50.81	-0.025	-0.004
50.82		-0.004
50.93	-0.035	
51.05	-0.038	-0.001
51.06	-0.038	
51.17		0.004
51.29	-0.030	0.004
51.30	-0.028	
51.41	-0.018	0.007
51.42	-0.016	0.007
51.44		0.008
51.55	-0.003	
51.66	0.009	0.009
51.68	0.010	0.009
51.69	0.011	0.009
51.70		0.008
51.82	0.021	0.008
51.83	0.021	0.007
51.85	0.022	
51.96	0.026	0.004
51.97		0.001
52.09		-0.001
52.20		-0.003
52.31	0.016	-0.003
52.32	0.016	-0.003
52.34	0.014	-0.004
52.35	0.013	-0.004
52.36	0.013	
52.48	0.005	-0.004
52.49		-0.003
52.60	-0.004	-0.002
52.62	-0.006	-0.001
52.63	-0.007	-0.001
52.65		0.001
52.76	-0.014	0.001
52.77	-0.015	0.002
52.79	-0.015	0.003
52.80	-0.016	
52.91	-0.020	0.005
52.93	-0.021	
53.04		0.009
53.15		0.009
53.27	-0.020	0.009
53.28	-0.020	0.008
53.29	-0.020	0.008
53.31	-0.019	0.008
53.32	-0.019	0.008
53.33	-0.019	0.008
53.35	-0.018	
53.46	-0.014	0.005
53.47	-0.012	
53.59	-0.007	0.002
53.60		-0.001
53.71	0.001	-0.001
53.73	0.001	-0.001
53.74		-0.003
53.85		-0.004
53.97		-0.003
54.08	0.017	-0.003
54.09		-0.001
54.21	0.018	0.000
54.22		
54.43	0.014	0.005
54.45		0.008
54.56		0.009
54.67	0.000	0.009
54.69	-0.001	
54.80	-0.010	0.009
54.81		0.007
54.93	-0.018	0.007
54.94		
55.15	-0.027	
55.27	-0.027	-0.001
55.28	-0.027	
55.39	-0.023	-0.003
55.40	-0.022	
55.52	-0.015	-0.004
55.53	-0.014	-0.004
55.54	-0.012	-0.004
55.55	-0.011	-0.004
55.57	-0.011	-0.004
55.58	-0.010	-0.003
55.59	-0.008	-0.003
55.60		-0.001
55.72	0.004	-0.001
55.73	0.005	-0.001
55.74	0.006	0.000
55.76	0.007	
55.87	0.016	0.003
55.88	0.017	
56.00	0.024	
56.11	0.026	0.008
56.12	0.026	0.008
56.14		0.009
56.25	0.024	0.009
56.26		0.008
56.38	0.016	0.008
56.39	0.016	0.008
56.41	0.014	0.008
56.42		0.005
56.53	0.004	0.005
56.55	0.002	0.005
56.56	0.001	
56.67		-0.001
56.79	-0.019	-0.001
56.80	-0.020	-0.001
56.81	-0.022	
56.92		
57.13	-0.028	-0.003
57.15	-0.027	-0.003
57.16	-0.027	
57.27	-0.020	-0.001
57.29	-0.019	
57.40	-0.011	0.003
57.42	-0.010	0.003
57.43	-0.008	0.003
57.45		0.006
57.56	0.004	0.007
57.57	0.005	
57.68		0.009
57.80	0.018	
57.91	0.021	0.008
57.92		0.007
58.04	0.020	0.006
58.05	0.019	0.005
58.07	0.018	0.005
58.08	0.018	0.005
58.10	0.018	0.005
58.11	0.017	
58.22	0.011	
58.33	0.004	
58.45	-0.003	-0.003
58.46	-0.004	-0.003
58.48		-0.004
58.59		-0.003
58.70	-0.016	-0.003
58.71	-0.016	-0.003
58.73	-0.017	-0.003
58.74		0.000
58.85	-0.018	
58.97	-0.018	0.003
58.98	-0.017	0.004
58.99	-0.016	
59.11	-0.014	0.007
59.12	-0.013	0.007
59.13	-0.012	0.007
59.15	-0.012	0.007
59.16	-0.011	
59.27	-0.007	0.009
59.28	-0.007	0.009
59.30		0.009
59.41	-0.002	
59.52	0.001	0.007
59.54	0.002	0.007
59.55		
59.76	0.005	0.001
59.78	0.005	
59.89	0.005	-0.001
59.91	0.005	
60.02	0.005	-0.003
60.03	0.005	-0.004
60.04	0.005	-0.004
60.06	0.005	-0.004
60.07	0.005	-0.004
60.08	0.005	-0.004
60.09	0.005	-0.004
60.11	0.005	
60.22	0.004	
60.33	0.003	
60.45	0.002	0.001
60.46	0.002	
60.57	0.001	0.005
60.58	0.000	0.005
60.59	0.000	0.005
60.61		0.008
60.72	-0.002	0.008
60.73	-0.003	
60.85	-0.006	0.009
60.86	-0.006	0.009
60.87	-0.006	0.009
60.88	-0.006	0.009
