45.26	-0.180
45.28	
45.39	-0.180
45.40	-0.180
45.41	
45.52	-0.179
45.53	-0.179
45.54	-0.178
45.55	-0.177
45.56	-0.175
45.57	
45.68	-0.148
45.70	
45.81	-0.104
45.82	-0.101
45.83	-0.097
45.84	
45.95	-0.048
45.96	
46.07	
46.18	
46.29	0.056
46.31	
46.42	0.070
46.43	0.070
46.44	0.071
46.46	0.072
46.47	
46.58	0.070
46.59	0.070
46.60	0.069
46.61	0.068
46.62	0.068
46.63	0.066
46.65	0.066
46.66	0.065
46.67	0.064
46.68	0.062
46.69	0.061
46.70	0.060
46.71	0.059
46.72	0.057
46.73	0.056
46.74	0.055
46.76	0.054
46.77	0.052
46.78	0.050
46.79	0.049
46.80	0.048
46.81	0.046
46.82	
46.93	
47.04	0.010
47.05	
47.16	-0.007
47.17	
47.28	-0.019
47.30	-0.021
47.31	-0.022
47.32	-0.023
47.33	-0.023
47.34	-0.024
47.35	-0.025
47.36	-0.026
47.37	-0.027
47.38	-0.027
47.40	-0.027
47.41	-0.028
47.41	
47.53	
47.64	
47.75	
47.86	-0.022
47.87	-0.021
47.88	-0.020
47.90	-0.019
47.91	
48.02	-0.012
48.03	
48.14	-0.006
48.15	-0.006
48.16	-0.004
48.17	
48.28	
48.39	0.004
48.41	0.004
48.42	
48.53	0.005
48.55	0.005
48.56	0.005
48.57	
48.68	0.005
48.70	
48.81	0.004
48.82	0.004
48.84	0.003
48.85	0.003
48.86	0.002
48.87	
48.98	
49.09	-0.002
49.10	-0.002
49.11	-0.002
49.12	-0.002
49.13	
49.25	-0.004
49.26	-0.004
49.27	-0.004
49.28	-0.004
49.29	
49.40	-0.006
49.41	-0.006
49.43	-0.006
49.44	-0.006
49.45	-0.006
49.46	-0.006
49.47	-0.006
49.49	
49.60	-0.007
49.61	-0.007
49.62	
49.73	
49.84	-0.007
49.85	
49.96	-0.006
49.97	-0.006
49.98	-0.006
50.00	-0.006
50.01	-0.006
50.02	
50.13	-0.006
50.14	-0.005
50.15	-0.005
50.16	-0.005
50.17	-0.005
50.18	-0.005
50.19	
50.31	-0.004
50.32	
50.43	-0.004
50.45	
50.56	-0.004
50.57	
50.68	-0.004
50.69	-0.004
