0.0	-0.179
0.019999999999999574	-0.179
0.029999999999997584	-0.179
0.14999999999999858	-0.176
0.16000000000000014	-0.176
0.28999999999999915	-0.178
0.3000000000000007	-0.176
0.3099999999999987	-0.175
0.3200000000000003	-0.174
0.33999999999999986	-0.172
0.34999999999999787	-0.16999999999999998
0.35999999999999943	-0.16799999999999998
0.36999999999999744	-0.166
0.5999999999999979	-0.08299999999999999
0.6099999999999994	-0.078
0.7399999999999984	-0.02
0.75	-0.016
0.8699999999999974	0.033
0.9899999999999984	0.07200000000000001
1.1099999999999994	0.095
1.3399999999999999	0.1
1.3499999999999979	0.098
1.4699999999999989	0.083
1.4800000000000004	0.081
1.6099999999999994	0.056999999999999995
1.6199999999999974	0.054000000000000006
1.629999999999999	0.052000000000000005
1.6400000000000006	0.049
1.6600000000000001	0.046
1.6699999999999982	0.044
1.6799999999999997	0.040999999999999995
1.6899999999999977	0.038000000000000006
1.6999999999999993	0.036000000000000004
1.8299999999999983	0.006
2.0599999999999987	-0.035
2.3000000000000007	-0.048
2.3099999999999987	-0.048
2.3200000000000003	-0.048
2.3299999999999983	-0.048
2.34	-0.048
2.3599999999999994	-0.047
2.379999999999999	-0.047
2.3900000000000006	-0.046
2.3999999999999986	-0.045
2.419999999999998	-0.044
2.4299999999999997	-0.043
2.5500000000000007	-0.033
2.5599999999999987	-0.032
2.5799999999999983	-0.030000000000000002
2.59	-0.029
2.599999999999998	-0.028
2.6099999999999994	-0.027
2.6199999999999974	-0.026
2.629999999999999	-0.024
2.6400000000000006	-0.023
2.6499999999999986	-0.022
2.66	-0.02
2.6799999999999997	-0.019
2.8000000000000007	-0.004
2.919999999999998	0.008
3.039999999999999	0.017
3.0500000000000007	0.018000000000000002
3.0599999999999987	0.018000000000000002
3.0799999999999983	0.02
3.09	0.02
3.099999999999998	0.021
3.1099999999999994	0.021
3.1199999999999974	0.022
3.129999999999999	0.022
3.1400000000000006	0.023
3.1499999999999986	0.024
3.169999999999998	0.024
3.1799999999999997	0.024
3.1899999999999977	0.024
3.1999999999999993	0.025
3.3200000000000003	0.026
3.3299999999999983	0.026
3.34	0.025
3.3599999999999994	0.025
3.379999999999999	0.025
3.3900000000000006	0.025
3.6199999999999974	0.015
3.75	0.008
3.9800000000000004	-0.004
3.9899999999999984	-0.004
4.009999999999998	-0.006
4.02	-0.006
4.029999999999998	-0.006
4.039999999999999	-0.006
4.050000000000001	-0.006999999999999999
4.059999999999999	-0.006999999999999999
4.07	-0.006999999999999999
4.079999999999998	-0.008
4.09	-0.008
4.099999999999998	-0.008
4.109999999999999	-0.008
4.129999999999999	-0.009
4.359999999999999	-0.011
4.369999999999997	-0.011
4.489999999999998	-0.01
4.720000000000002	-0.004
4.73	-0.004
4.849999999999998	0.0
4.870000000000001	0.0
5.099999999999998	0.004
5.109999999999996	0.004
5.129999999999999	0.005
5.139999999999997	0.005
5.150000000000002	0.005
5.16	0.005
5.389999999999997	0.006
5.52	0.005
5.529999999999998	0.005
5.539999999999996	0.005
5.550000000000001	0.005
5.559999999999999	0.005
5.690000000000001	0.004
5.699999999999999	0.003
5.720000000000002	0.003
5.73	0.003
5.849999999999998	0.002
5.970000000000002	0.001
6.09	0.0
6.099999999999998	0.0
6.220000000000002	-0.001
6.23	-0.001
6.239999999999998	-0.001
6.379999999999999	-0.002
6.389999999999997	-0.002
6.400000000000002	-0.002
6.41	-0.002
6.529999999999998	-0.001
6.650000000000002	0.0
6.66	0.0
6.679999999999996	0.0
6.800000000000001	0.0
6.809999999999999	0.0
6.940000000000001	0.0
6.949999999999999	0.0
6.959999999999997	0.0
6.98	0.0
7.099999999999998	0.001
7.109999999999996	0.001
7.239999999999998	0.001
7.2499999999999964	0.001
7.260000000000002	0.001
7.27	0.001
7.289999999999996	0.001
7.300000000000001	0.001
7.309999999999999	0.001
7.330000000000002	0.001
7.449999999999999	0.0
7.459999999999997	0.0
7.470000000000002	0.0
7.489999999999998	0.0
7.4999999999999964	0.0
7.510000000000002	0.0
7.52	0.0
