13.07	-0.206
13.07	-0.206
13.08	
13.19	-0.204
13.19	-0.204
13.20	-0.203
13.21	-0.203
13.21	
13.32	-0.182
13.33	-0.179
13.34	-0.178
13.34	-0.175
13.35	
13.46	-0.140
13.46	-0.139
13.47	-0.136
13.48	-0.135
13.48	-0.132
13.49	-0.130
13.50	-0.128
13.50	-0.126
13.51	-0.124
13.52	-0.122
13.52	
13.63	-0.090
13.63	-0.087
13.64	-0.086
13.65	-0.084
13.65	-0.082
13.66	-0.080
13.67	-0.079
13.67	-0.077
13.68	
13.79	-0.050
13.79	-0.048
13.80	-0.047
13.81	-0.046
13.82	-0.044
13.82	-0.043
13.83	-0.042
13.84	-0.040
13.84	-0.039
13.85	-0.038
13.86	-0.037
13.86	-0.036
13.87	-0.035
13.88	-0.034
13.88	-0.032
13.89	-0.031
13.90	
14.00	-0.017
14.01	-0.016
14.02	-0.015
14.03	-0.015
14.03	-0.014
14.04	-0.014
14.05	-0.013
14.05	-0.012
14.06	-0.012
14.07	
14.17	
14.28	-0.002
14.29	-0.001
14.29	-0.001
14.30	-0.001
14.31	0.000
14.32	0.000
14.32	0.000
14.33	0.000
14.34	0.000
14.34	0.000
14.35	
14.46	0.001
14.46	0.001
14.47	0.001
14.48	0.001
14.48	0.001
14.49	
14.60	0.000
14.61	0.000
14.61	0.000
14.62	0.000
14.63	0.000
14.63	
14.74	-0.001
14.75	-0.001
14.75	-0.001
14.76	-0.001
14.77	-0.002
14.78	-0.002
14.78	-0.002
14.79	-0.002
14.80	-0.002
14.80	-0.002
14.81	-0.002
14.82	
14.92	-0.003
14.93	-0.003
14.94	
15.04	-0.003
15.05	
15.15	-0.004
15.16	-0.004
15.17	-0.004
15.17	-0.004
15.18	
15.29	-0.005
15.29	-0.005
15.30	
15.41	-0.006
15.41	-0.006
15.42	-0.006
